buyer_id,total_transactions,total_amount_spent,on_time_payments,late_payments,bnpl_used,bnpl_default,target
5180,1,1312.0217219069398,13,8,0,0,0
5181,26,3685.0649292074513,24,3,1,1,1
5182,26,2253.2962941353094,24,8,0,1,1
5183,13,1559.4520069641069,16,0,1,1,0
5184,20,2333.9880914083574,17,8,1,1,1
5185,20,448.91291595203944,11,0,1,1,0
5186,23,4013.568117558776,9,6,1,1,1
5187,10,1292.179447116539,27,5,1,1,1
5188,27,3654.519403645555,24,6,0,0,1
5189,11,434.90702009615416,9,8,1,1,1
5190,9,4779.982925211862,29,9,1,1,1
5191,9,1045.7734284879232,14,3,0,1,1
5192,5,4425.436173414694,13,8,1,1,1
5193,26,4066.418727115629,25,2,0,1,1
5194,1,4842.513627998938,11,9,1,0,0
5195,17,2441.664238634173,12,8,0,1,0
5196,22,3664.2467398451627,22,0,1,1,0
5197,2,1916.482219485142,3,4,1,1,0
5198,24,1003.4043662964997,1,9,0,0,1
5199,13,2271.0720713738992,27,4,1,1,0
5200,9,912.1701754034289,8,0,1,1,0
5201,29,4912.018651653281,26,0,0,0,1
5202,4,571.6078065895102,19,2,0,1,1
5203,5,2987.13744491784,13,8,1,1,1
5204,11,3169.6728907448737,7,6,0,0,1
5205,24,2736.5897600828657,13,5,1,0,1
5206,19,3344.7108399879844,26,8,0,0,0
5207,21,669.2857975582656,6,3,0,1,1
5208,3,2819.5907686059263,3,3,0,1,1
5209,12,1507.3415985240715,6,2,1,1,1
5210,26,4706.862710175177,28,4,1,1,0
5211,19,3834.151101854656,3,4,1,1,1
5212,19,4865.320962582739,13,9,0,0,1
5213,13,284.02474172692877,13,6,1,1,0
5214,28,1497.1525583854725,25,6,1,0,0
5215,7,1057.5706745279101,13,5,0,1,1
5216,15,154.65747782796944,1,3,0,0,0
5217,23,1287.396078206975,29,6,1,0,0
5218,7,3426.0023192501017,8,1,1,1,1
5219,26,1232.3357184593858,5,8,1,0,0
5220,8,2594.116882864829,20,6,1,1,0
5221,5,4450.308763328493,17,1,1,1,1
5222,21,3499.4138097104687,9,9,0,0,0
5223,14,2033.6824425395566,13,1,1,0,0
5224,4,1925.0978006693306,25,5,1,1,1
5225,23,2333.105488641575,13,6,1,1,1
5226,10,967.5030611935413,5,8,0,1,0
5227,20,3206.6037603383415,14,3,0,1,0
5228,15,1884.348813612567,11,7,1,0,0
5229,18,4276.590211384014,25,9,1,1,0
5230,20,3807.1080342832997,26,1,1,0,0
5231,13,3091.5145040515845,14,5,1,1,1
5232,29,1884.5908909826287,25,3,0,1,0
5233,8,1128.6659752000735,7,7,1,1,0
5234,9,3903.144134117552,24,8,1,0,1
5235,16,2483.404585056324,17,1,1,0,1
5236,19,1201.2751870690518,4,6,0,0,0
5237,16,1056.3556136960306,10,6,0,1,0
5238,7,910.4644320566592,10,7,0,1,1
5239,14,3908.0898614074154,15,4,0,0,0
5240,28,1222.0372079715273,20,2,0,1,1
5241,14,2680.5470912734677,12,0,1,0,1
5242,25,2312.5771687679767,9,3,0,0,1
5243,27,2940.093406218591,3,2,1,1,1
5244,4,4398.059011818852,15,1,1,0,0
5245,26,4351.96221140048,12,5,1,1,1
5246,15,2310.272751941812,26,6,0,1,0
5247,3,175.29462860014422,15,9,0,0,1
5248,5,2189.5746480000857,26,6,0,1,0
5249,1,3070.348333378288,1,7,1,0,0
5250,3,2833.0473195805025,15,1,1,0,1
5251,15,3291.546918421007,11,9,0,0,0
5252,24,854.971089118109,5,5,0,1,0
5253,27,3268.0219840255895,7,5,0,0,0
5254,8,994.9929318444839,12,9,1,1,1
5255,29,3777.56750541407,20,0,1,0,0
5256,4,1761.529304987132,25,1,0,1,0
5257,2,3578.487623569122,6,8,1,0,1
5258,29,334.5414346399247,22,7,1,0,1
5259,24,2098.5141253954753,3,3,0,1,0
5260,24,3554.6691590903306,10,5,1,0,1
5261,10,1211.6655300243212,26,1,1,0,1
5262,4,3996.9065195063904,21,4,1,1,1
5263,3,3190.8206922141667,26,1,0,1,0
5264,2,2979.052683534012,22,4,1,0,1
5265,25,1832.389385601252,4,6,1,0,1
5266,17,2464.012204867476,13,6,0,1,1
5267,23,3027.01157479148,19,8,0,0,0
5268,21,2415.064358182963,5,2,1,1,1
5269,24,3521.735287308745,23,3,1,1,0
5270,20,2225.1149722241016,27,8,1,0,1
5271,23,1091.1385905359489,22,7,0,1,0
5272,13,1148.2755357251315,18,6,0,1,1
5273,5,128.43846733041136,1,7,1,0,1
5274,21,1574.692806237495,21,8,0,0,0
5275,9,3769.696438344746,21,3,0,0,0
5276,25,3991.3972733042865,28,4,0,0,1
5277,29,1092.090956269175,16,8,0,1,1
5278,25,4799.315584669898,16,6,0,1,1
5279,28,2561.773688052621,16,3,0,1,0
5280,22,4593.195870190663,28,5,1,0,1
5281,6,3563.1498811219926,22,0,1,1,1
5282,5,3639.923772809824,19,0,1,0,1
5283,25,516.7137443997485,16,8,0,1,0
5284,10,1177.9565217949603,1,7,1,0,1
5285,8,143.1926831429159,20,0,1,0,0
5286,7,3609.025438336014,20,1,0,1,0
5287,7,1787.747613299699,10,3,1,0,1
5288,6,3954.5973287740994,2,0,1,1,0
5289,21,1760.7874776914286,14,1,1,1,0
5290,29,4114.7353862644195,8,4,1,1,1
5291,20,740.4214433667338,6,7,0,1,1
5292,3,949.5284681117902,28,5,1,0,1
5293,19,1770.2950439612887,3,5,0,1,0
5294,22,2101.5882055231395,16,3,0,1,0
5295,15,1808.6437731305941,17,1,1,1,0
5296,4,3841.870459363777,12,2,0,0,1
5297,28,575.0618238709021,27,5,0,1,0
5298,12,1820.9633962285916,19,5,0,0,1
5299,6,4202.475997625751,24,4,0,1,1
5300,19,427.30567858464275,20,5,1,1,0
5301,4,4717.483187589652,3,5,1,1,0
5302,15,4932.952527132863,13,0,0,1,0
5303,9,533.9840517428925,16,5,0,1,1
5304,5,1527.235359053111,11,4,0,0,0
5305,13,1924.7632635732452,20,7,0,0,1
5306,23,3904.3177063983576,27,8,1,1,0
5307,26,3020.041379371996,16,5,0,1,1
5308,18,3257.39193241358,20,9,1,1,0
5309,5,3811.7981318106795,2,3,0,0,0
5310,25,678.097097241426,4,2,0,1,1
5311,16,4182.726338860286,27,9,0,0,0
5312,27,3557.537040482706,28,0,1,1,0
5313,19,2928.9744534622146,25,6,1,1,1
5314,14,4459.703140436977,4,4,1,1,0
5315,25,3531.501134030655,28,3,0,0,0
5316,16,1088.3298168920246,17,8,1,1,1
5317,27,2205.752367270767,1,6,0,0,0
5318,15,2520.810047985093,1,9,0,1,0
5319,22,370.56637107698765,5,7,1,0,1
5320,4,4777.723815464273,22,3,0,0,0
5321,7,730.0285779047045,12,9,1,1,0
5322,16,3517.5602094109618,6,9,0,0,1
5323,24,2580.532076845313,6,7,0,1,0
5324,22,225.59802443367067,25,3,0,1,0
5325,21,4631.262631735372,17,0,0,1,0
5326,22,4274.000363212773,26,7,0,1,1
5327,21,2668.863846728794,22,0,1,0,0
5328,8,1221.8174470832816,13,2,0,1,0
5329,17,695.9521643324617,8,6,0,0,1
5330,16,1880.6231492174204,24,2,1,1,1
5331,27,1351.5985771258433,12,7,1,0,0
5332,23,2582.786884930864,15,4,0,1,0
5333,10,4835.405551004802,19,2,1,0,1
5334,10,2917.272116825243,29,4,0,1,1
5335,27,4460.6621738614795,21,4,1,1,1
5336,2,3289.3063037293086,26,7,1,1,0
5337,9,2428.7079802772823,20,8,0,0,1
5338,17,4287.577057393519,28,5,1,1,0
5339,11,2409.7037398476878,17,9,0,1,0
5340,10,4356.278035500769,9,2,0,0,0
5341,22,1528.7261709212498,21,1,0,0,1
5342,25,731.1840614386417,18,2,1,1,1
5343,17,4291.040875378398,28,8,0,0,1
5344,4,2978.3343025840672,2,6,1,0,1
5345,16,4456.552751419905,11,8,0,1,0
5346,20,4695.3533142626775,23,5,1,0,0
5347,15,362.779112820101,20,7,1,0,1
5348,25,2554.749579108455,17,9,1,0,0
5349,27,1937.3262904651933,21,8,1,1,1
5350,21,3166.706145643574,18,2,0,0,0
5351,5,3988.596866291385,15,6,0,1,0
5352,6,1474.8920582744079,7,8,0,1,1
5353,17,2828.312083428541,16,1,0,0,0
5354,1,3572.7700415340078,25,6,1,1,0
5355,25,758.7123058950967,29,4,0,1,0
5356,19,4088.9278391612074,1,7,1,1,1
5357,4,3069.937039279568,28,3,1,1,0
5358,17,4752.7334418568935,18,0,0,0,0
5359,9,1763.691703740397,27,9,0,1,0
5360,24,629.9151174522734,22,7,0,1,1
5361,2,2581.855885080934,8,5,0,1,0
5362,8,520.4727813762504,7,7,0,0,1
5363,15,4850.679964287633,25,2,1,0,1
5364,7,289.5562954602385,2,7,0,1,0
5365,27,3792.169115425809,12,7,0,1,0
5366,6,2673.001750896996,16,0,0,0,0
5367,1,1906.2411972416146,9,3,1,0,0
5368,15,422.6266060924078,20,6,0,0,0
5369,23,3148.617928450678,11,0,1,1,0
5370,26,2967.579614015681,15,2,1,0,1
5371,7,1476.3280380312387,3,2,1,0,0
5372,29,4560.086336910529,23,5,0,1,0
5373,25,1590.1390359799007,21,4,1,1,1
5374,17,2303.65451190132,13,6,1,0,0
5375,2,2764.4360340014127,21,2,1,1,0
5376,27,591.1362030638019,28,0,0,1,1
5377,9,4667.592424146798,13,2,1,1,1
5378,29,1935.2271470101014,2,7,0,0,0
5379,9,495.8181479842837,6,4,1,1,1
5380,13,1997.7267510091167,6,2,1,1,1
5381,6,3040.9924807536454,12,7,0,1,1
5382,6,2616.898091924515,4,5,1,1,1
5383,20,3503.2556727826427,5,2,1,1,0
5384,20,371.8713161327621,23,4,1,1,1
5385,21,1494.248990333075,8,0,0,1,0
5386,3,4114.229826516501,6,5,0,1,0
5387,17,491.4790701776682,21,8,0,1,1
5388,17,4291.881178010192,28,6,1,0,0
5389,12,550.2908511778206,3,7,1,1,1
5390,16,4188.825652969312,23,5,1,1,1
5391,15,1867.8631652857607,8,4,0,1,1
5392,13,3099.8244099603576,19,5,0,1,1
5393,23,849.1468666751911,21,6,0,1,0
5394,1,424.22673645338614,11,8,1,1,0
5395,17,1158.0971996986618,18,7,0,0,1
5396,3,726.4837077526082,10,4,0,1,1
5397,26,1630.7888986301957,26,6,1,1,0
5398,15,2620.477907903999,28,7,0,0,0
5399,4,2984.9213714685466,20,0,1,0,1
5400,4,3970.3537261607403,12,7,1,0,1
5401,18,3315.575476916957,20,6,0,1,1
5402,17,3082.9157931348095,28,1,0,1,0
5403,19,2117.731934680296,29,1,1,1,1
5404,11,2421.6613313046796,8,5,0,1,1
5405,20,2131.1520640118874,19,2,1,1,0
5406,3,4226.613547300777,21,0,0,1,1
5407,8,1227.0022174871592,16,7,0,0,1
5408,14,128.03256455562666,27,6,1,1,0
5409,26,3291.4674964085725,21,3,1,1,0
5410,1,1092.0646998302739,18,0,0,0,0
5411,14,4461.564167918065,9,1,0,1,0
5412,2,4309.327015562615,4,8,1,0,1
5413,29,475.96412244820885,9,3,0,0,0
5414,23,621.303186528979,25,2,0,0,0
5415,4,2526.340802008665,2,7,0,0,1
5416,24,3085.191047569838,9,3,1,1,0
5417,27,1447.0508536629798,9,6,0,1,0
5418,29,3612.308811826916,18,4,0,1,0
5419,19,3015.0885025024704,11,4,0,1,1
5420,6,1691.638137767918,13,5,1,1,0
5421,25,224.32029140734642,6,3,1,1,1
5422,1,3775.7363783627366,9,1,0,0,0
5423,17,1152.2929625429053,16,5,1,0,1
5424,8,4188.921342966879,4,4,1,0,1
5425,19,2159.4222742658503,2,2,0,0,0
5426,21,2927.6794688956506,7,3,0,0,1
5427,1,4377.448779004109,15,2,1,1,0
5428,5,4331.752704507771,25,2,0,1,0
5429,27,1920.445918693509,6,3,0,0,1
5430,16,1123.5555743027312,11,1,0,0,1
5431,6,3898.215780870114,27,3,0,1,1
5432,8,2222.0929976504426,20,9,1,1,1
5433,13,1041.00576843912,17,1,1,1,1
5434,16,4531.684177354036,4,9,0,1,1
5435,3,1070.7105517813281,19,7,0,1,1
5436,19,226.45512413703227,7,9,1,0,1
5437,12,199.37187146035785,11,4,0,0,0
5438,16,3149.345246625895,13,6,0,0,0
5439,27,3342.2077975158986,27,3,0,1,1
5440,11,1624.1043547792212,26,9,1,0,1
5441,10,1668.0538473106105,21,5,0,0,0
5442,25,1763.5201837937195,28,9,0,0,1
5443,20,3432.7768791185053,3,3,0,1,1
5444,4,384.8555760314601,14,5,0,1,1
5445,12,4652.670128187496,2,0,0,1,0
5446,23,1190.3531164694875,29,5,1,1,0
5447,2,4998.398705686252,18,5,0,0,0
5448,24,940.4611995572162,5,1,1,0,0
5449,22,3880.5776408306497,13,9,1,1,1
5450,19,1194.7214701551627,13,9,0,1,1
5451,25,496.14932805194445,24,8,0,1,0
5452,5,4387.17328931818,24,5,0,0,0
5453,8,4307.88117003537,14,6,0,1,0
5454,7,2077.4949230030466,12,1,0,0,1
5455,14,3541.741098448091,21,1,0,1,0
5456,24,2829.623070151194,13,1,0,1,0
5457,23,4279.484957001369,18,9,0,1,1
5458,3,1643.7742496614067,13,8,0,0,1
5459,18,2665.9947599950274,4,2,0,1,0
5460,16,2478.324618902297,23,3,1,0,0
5461,23,1834.1385486586078,22,0,0,0,1
5462,19,4468.129816326224,10,0,0,1,1
5463,19,912.8018308464239,23,3,0,0,0
5464,18,832.5923336514112,5,1,1,1,1
5465,20,2926.8567230814815,18,7,1,1,0
5466,16,3321.721726926216,8,3,1,1,0
5467,8,1053.6343461903693,14,2,0,1,1
5468,28,2014.5154670476581,28,2,1,0,0
5469,1,4738.162830595845,2,5,0,0,1
5470,17,1308.4253711843025,28,5,0,1,1
5471,12,3374.967440375231,8,5,1,1,0
5472,21,3726.732029118195,16,5,0,0,1
5473,11,2295.830627379282,7,7,1,0,1
5474,5,4693.877335121957,3,7,1,0,0
5475,27,3709.6180025720732,29,8,1,0,0
5476,12,2343.8304413183996,4,0,0,1,1
5477,17,2889.7424887028606,29,9,0,0,0
5478,6,3493.8058727829934,7,7,0,0,0
5479,1,3001.7318841031693,4,4,0,1,1
5480,5,4405.618160747772,9,2,1,1,1
5481,25,1848.7544451739657,23,9,0,0,0
5482,28,1569.440126273444,17,2,1,1,1
5483,14,1147.8105585267951,17,5,0,0,0
5484,5,285.13654351651616,20,7,1,1,0
5485,22,310.7684254622711,14,9,1,0,0
5486,24,4363.270446235486,14,1,0,1,0
5487,27,3424.126417388946,29,8,1,0,1
5488,1,3336.608835638782,25,4,0,1,1
5489,18,3111.7498127809417,13,4,0,0,1
5490,16,4261.173809001114,4,0,1,1,1
5491,9,2453.3079357615743,13,5,0,1,1
5492,19,4365.013059935672,21,4,1,1,0
5493,22,1861.2806282929719,17,6,0,1,0
5494,5,4640.866771261543,15,6,1,1,0
5495,27,3523.4192023980763,18,3,1,0,1
5496,2,1360.1679665196937,11,4,0,1,0
5497,15,2864.016116274263,4,9,0,1,1
5498,7,2711.8497512924523,28,7,1,0,1
5499,4,775.7042264786364,20,1,0,0,0
5500,1,2997.0902381780093,11,0,1,1,0
5501,13,1642.449556213094,10,5,0,1,1
5502,20,356.5089573670519,22,3,1,1,1
5503,22,4748.4151727621675,13,9,0,0,0
5504,7,3243.30280841501,22,2,1,1,1
5505,15,4396.902766167151,8,6,0,0,0
5506,23,3412.67442456494,28,7,0,0,0
5507,14,1849.2200914865534,13,3,1,0,1
5508,23,2612.1715544111757,9,9,1,1,0
5509,19,3411.159125701168,1,5,1,1,1
5510,22,4805.236393487044,1,1,1,1,1
5511,29,1342.9803496963127,15,7,1,1,0
5512,24,4387.387587258177,22,5,1,0,0
5513,20,4627.98124594192,4,8,0,1,1
5514,29,3385.036021828887,27,5,0,0,0
5515,24,4663.206474266555,20,5,1,1,1
5516,18,2049.6050786391056,1,1,0,0,1
5517,10,4769.779262598169,25,4,1,1,0
5518,9,3543.636098113277,12,8,0,1,0
5519,25,305.8282603521783,11,0,1,0,0
5520,8,4543.676875913358,19,3,1,1,0
5521,26,2473.9167642626435,15,9,0,1,0
5522,29,2355.602225411381,21,9,1,0,0
5523,10,2875.686369300208,10,2,0,0,1
5524,17,831.9842791790168,1,0,0,0,1
5525,2,2398.9136379802535,24,0,0,0,1
5526,6,4172.523361916954,3,0,0,1,0
5527,26,175.86404977382514,14,0,0,1,0
5528,5,1437.2940855894194,15,1,0,0,0
5529,28,112.02747357483668,1,4,0,1,1
5530,9,2136.9854148342565,10,1,0,1,0
5531,5,3668.7460014193,22,3,0,0,0
5532,18,4013.9819626616795,1,8,0,0,0
5533,26,4731.4298295223325,15,2,1,1,1
5534,20,3081.672603556854,3,1,0,1,1
5535,9,1347.6716465991879,21,3,0,0,1
5536,17,4628.324950769825,20,8,1,0,0
5537,27,3899.0471940138427,23,3,1,0,0
5538,17,2914.6995667154083,22,4,1,1,1
5539,12,3508.6370570227864,12,3,1,0,1
5540,7,4629.150139536403,19,7,0,0,1
5541,27,3590.730739517316,16,3,0,1,0
5542,3,1905.0350871651965,27,1,0,0,0
5543,10,3593.8381912165737,8,3,1,0,1
5544,2,297.3629974034005,24,1,1,0,1
5545,25,1993.436252969848,14,8,0,1,0
5546,3,2090.9828560433384,18,7,1,1,1
5547,16,917.50734866209,23,8,0,0,1
5548,2,213.11885470367386,1,3,1,1,1
5549,28,753.5680595249398,2,0,1,0,1
5550,24,3307.64532940557,24,2,0,1,0
5551,10,4031.215200182069,12,6,0,1,0
5552,6,4942.197114362173,17,0,0,0,0
5553,22,1797.181165231622,2,7,1,0,1
5554,26,3036.9581890793984,28,8,1,1,1
5555,11,4692.010337394097,17,7,0,1,0
5556,23,918.5047285569478,21,4,0,1,1
5557,7,3616.463373079439,7,8,0,1,0
5558,27,3799.3957924308997,6,3,1,0,1
5559,29,535.980125759758,6,8,1,1,1
5560,15,4320.1219873970185,22,0,0,0,1
5561,6,4084.214730843135,8,2,0,0,0
5562,20,263.6747322294288,5,3,0,1,0
5563,27,546.3136329122522,15,9,1,1,1
5564,9,340.72178007007636,26,0,1,1,1
5565,22,1740.243305816875,7,5,0,0,0
5566,20,2595.5160543316383,3,3,1,0,0
5567,12,2708.5038669776814,25,3,0,1,0
5568,19,1411.567122870269,10,0,0,1,1
5569,20,4566.824744145343,3,4,0,1,0
5570,3,1904.4876703723746,14,8,1,0,1
5571,15,323.19576423022727,22,5,0,0,0
5572,2,1571.1128465527931,3,7,0,1,1
5573,21,2702.436170466362,1,3,1,0,0
5574,2,2100.286930682337,1,8,0,0,0
5575,22,1441.82834358637,19,6,0,0,0
5576,3,743.4839238451553,4,6,0,0,0
5577,6,4113.906050471525,2,7,0,1,0
5578,15,4981.11168640854,25,1,1,1,0
5579,27,1714.756454267022,11,5,1,1,0
5580,10,1969.9431164653593,24,6,0,0,1
5581,9,3128.3838709170896,12,2,1,1,1
5582,1,3620.3632262041524,13,7,1,1,1
5583,16,2020.9447205375973,16,0,1,0,0
5584,6,4534.154633210895,16,0,1,0,1
5585,9,2844.0195472217,19,9,1,0,1
5586,27,2306.9113743890616,23,2,1,1,1
5587,4,3268.696490483535,20,5,1,1,0
5588,27,4768.738856420949,21,6,1,0,0
5589,28,3993.306242666357,20,1,0,1,0
5590,2,296.0643396221093,9,5,0,1,0
5591,29,1728.3185626258023,16,4,0,0,0
5592,4,2405.6689562609913,27,5,0,0,1
5593,1,1641.1361038246157,7,0,0,1,1
5594,19,3530.919048069237,13,9,0,1,0
5595,26,4148.718834326647,4,6,0,0,1
5596,25,3683.590966407831,13,7,0,0,1
5597,10,4947.733105458548,8,6,1,0,1
5598,21,1435.4834746758427,2,8,0,0,1
5599,15,4387.448525619665,7,0,0,1,0
5600,27,3856.451059354982,11,9,1,1,0
5601,22,1874.6759120349159,17,8,1,1,1
5602,19,3697.2102639191467,24,2,0,1,0
5603,16,609.9721864494102,29,1,0,1,1
5604,21,3967.7340634687066,14,5,0,0,0
5605,27,2708.419952676803,28,4,1,0,1
5606,24,1532.2218462753406,13,3,0,0,0
5607,22,3313.308778742483,15,3,1,0,1
5608,4,3243.9379937006042,22,7,0,1,0
5609,2,1126.4824913260386,28,9,1,1,1
5610,25,248.94733257647806,21,2,1,0,1
5611,13,2224.750675818202,25,0,1,1,1
5612,28,2890.608159787664,9,4,0,0,1
5613,1,4395.365864015932,3,7,0,1,1
5614,17,4648.262298673212,25,2,1,1,0
5615,13,2691.145568968155,13,1,1,1,0
5616,4,3793.63707046587,13,0,1,1,1
5617,7,2252.586034407185,9,3,0,1,1
5618,17,3755.802567207176,18,1,1,1,0
5619,9,1103.527472201918,5,7,0,1,1
5620,4,1918.2172005373038,11,9,0,0,0
5621,19,3207.7171941867127,2,8,1,0,1
5622,1,188.97403147468629,17,9,1,1,0
5623,10,3640.0604206608746,23,0,0,0,1
5624,4,4194.123956214017,20,1,0,0,1
5625,9,2055.7941393603624,21,5,0,0,1
5626,13,2294.917844168105,4,9,1,0,1
5627,14,4271.282839861002,22,6,0,0,1
5628,10,3900.7077130975636,27,1,0,1,1
5629,6,1511.9324962635376,18,7,1,1,0
5630,16,1687.4829221515408,24,9,0,1,1
5631,6,3426.5033387139233,20,8,1,0,0
5632,17,2859.67065299599,8,7,1,0,1
5633,10,894.924898372835,19,8,1,1,0
5634,18,1618.6565552229154,12,5,1,0,1
5635,27,4509.918056705405,28,6,1,1,0
5636,22,3472.0547399390907,11,5,1,1,0
5637,18,4931.274156659046,16,6,1,0,1
5638,3,3858.36139690577,5,2,1,0,1
5639,20,4715.674717503593,28,3,1,0,1
5640,27,1159.3240119653294,3,8,0,1,1
5641,21,3880.275886602936,12,2,1,1,0
5642,25,199.0658487242074,15,1,0,1,1
5643,28,3386.7241063865163,16,6,0,1,1
5644,15,2399.4831627891826,13,5,1,0,0
5645,15,1799.1243524083363,7,2,1,1,1
5646,4,4325.781326236137,15,5,1,0,1
5647,29,4285.9116940219,3,6,0,1,0
5648,27,209.27835400335357,12,5,1,1,1
5649,9,3086.575100002212,8,0,0,1,1
5650,27,1902.3778991726865,25,0,0,1,0
5651,26,2136.738907352201,29,8,0,1,1
5652,19,4176.999622172002,12,5,1,1,1
5653,24,1618.2148804856236,18,1,1,0,1
5654,28,4720.939172124338,3,0,0,1,0
5655,17,980.2057492234898,12,1,0,0,1
5656,11,3347.3398745040713,29,7,0,0,0
5657,25,3393.3148283674473,23,4,0,1,0
5658,9,1335.7562909967992,21,6,1,1,1
5659,10,1691.2779839392897,26,6,1,1,0
5660,18,4190.5126136417075,23,1,0,0,1
5661,20,3832.845749279267,2,3,0,0,1
5662,13,1712.5698135423218,14,1,0,0,1
5663,8,2716.387079981176,14,6,1,0,0
5664,7,402.23345164016774,4,4,1,1,1
5665,17,1122.8548237532832,17,0,0,0,0
5666,21,2480.5207384159557,15,1,1,0,0
5667,23,521.2713028681368,16,5,1,0,0
5668,15,4232.328538970493,5,3,0,0,1
5669,20,3618.2304295274744,24,6,1,1,0
5670,15,4723.804986177624,17,1,1,1,0
5671,1,3497.987839223733,23,1,1,1,0
5672,25,4707.966724084709,7,5,1,1,0
5673,14,2817.111522885729,23,7,1,1,0
5674,5,3041.07119420365,15,0,1,0,0
5675,11,4887.158167668678,17,4,0,0,1
5676,16,3246.4328196348756,12,0,0,0,0
5677,2,250.85418741765832,11,5,0,0,1
5678,8,3646.633605489564,19,6,1,0,1
5679,11,4536.796591473337,11,5,1,1,1
5680,29,3998.3432239922004,2,8,1,0,0
5681,18,2960.783035864571,15,2,0,1,1
5682,3,3389.38721415823,5,7,0,1,1
5683,26,4951.939767333191,18,2,1,1,0
5684,1,544.2442336957578,29,6,1,0,0
5685,11,3369.4996603028735,21,4,1,0,1
5686,16,1488.6487033959097,21,0,1,0,1
5687,18,3236.442943272233,16,3,1,1,1
5688,16,3077.3555218313,4,8,0,1,0
5689,23,851.9384773299942,27,7,0,0,0
5690,10,1113.0585641271718,23,2,1,1,0
5691,18,3145.9849324117463,10,1,0,1,1
5692,6,728.3267417884932,22,8,1,1,0
5693,19,1399.386288138582,2,0,0,0,0
5694,4,4192.703183916212,15,8,1,1,0
5695,27,1702.7483794080292,4,6,1,0,1
5696,13,2491.4947657213484,29,1,1,0,0
5697,24,4711.5876422146175,16,4,1,1,1
5698,14,1213.0305353010367,27,1,0,1,1
5699,3,2009.1674850542508,7,4,1,1,0
5700,10,3071.6431001633737,25,6,1,0,0
5701,6,3801.1607545694637,25,4,1,0,0
5702,1,4518.101594892255,12,1,1,1,1
5703,23,4585.817639110224,3,4,0,1,1
5704,24,3905.5363644258523,17,9,0,0,1
5705,27,1218.8210993072212,9,5,0,1,1
5706,14,221.56571720857244,8,4,1,0,0
5707,8,1980.4922587425565,23,1,0,1,0
5708,19,793.5893698403343,6,5,1,1,1
5709,14,3580.8994724476606,15,5,0,1,1
5710,10,3339.5398754460125,10,1,0,0,1
5711,17,315.4610439451287,23,3,1,1,1
5712,9,4199.309517741661,27,6,0,1,0
5713,29,1318.842004826793,25,0,1,0,0
5714,6,2217.912669906107,6,0,0,0,0
5715,11,3372.875303733138,15,5,1,0,0
5716,25,2204.152055576041,14,6,1,0,1
5717,7,2262.3102337197224,26,4,1,0,1
5718,17,421.57717714512785,19,9,1,0,0
5719,28,2067.0733913740187,13,7,0,0,0
5720,28,3847.754676777919,14,3,1,0,0
5721,1,4584.364052214329,3,2,0,1,0
5722,22,2126.1359716105217,4,6,1,1,0
5723,5,2175.5705517074866,26,3,1,1,0
5724,9,3542.8728209858955,29,0,1,1,1
5725,18,4719.582805415856,14,7,1,0,1
5726,24,1408.598607172865,14,4,0,0,0
5727,27,2256.7066120358904,26,7,0,0,0
5728,21,4000.2688934062758,8,7,1,0,1
5729,2,3087.4984899327887,10,4,0,0,1
5730,29,641.8730854233781,9,7,0,1,0
5731,26,3175.890404255102,14,6,1,1,1
5732,11,1015.0567945269017,8,2,0,0,1
5733,27,2600.0580769841804,11,3,1,1,1
5734,28,2692.6060115361483,10,6,1,0,1
5735,6,4393.396474902425,18,3,0,0,1
5736,26,2366.2219426609468,4,5,0,1,1
5737,8,1469.2678689558816,4,1,1,1,1
5738,4,1231.7351062585547,12,1,1,0,1
5739,18,4383.834195753247,18,2,1,1,1
5740,28,937.953186649319,29,9,0,0,1
5741,11,2186.7559483274044,8,6,1,0,0
5742,5,1017.1482631420403,3,2,1,1,0
5743,15,3889.1897965604394,18,2,1,0,1
5744,28,2424.425935875633,7,3,1,0,0
5745,18,1820.604083728379,1,9,1,1,0
5746,2,1869.3882390696874,22,5,0,0,1
5747,22,4275.849612942599,13,0,0,0,0
5748,11,2813.492376042747,29,5,0,1,1
5749,26,3617.5524705431917,3,7,0,1,0
5750,25,4495.488729628354,29,7,0,1,0
5751,13,4518.534212599146,3,5,1,0,0
5752,4,1709.6943662555295,15,5,0,0,1
5753,22,4767.011189417288,21,2,1,1,0
5754,7,221.89182187156666,19,1,0,1,1
5755,29,1946.4942489792118,28,6,0,0,0
5756,11,4489.414401793324,4,7,1,1,0
5757,22,1445.7207111032164,13,9,0,0,1
5758,24,1438.09910657446,13,5,0,0,0
5759,4,1582.8491969012546,15,4,1,1,1
5760,28,3100.3355857499187,19,3,0,0,1
5761,15,2247.8306005103336,16,0,0,1,1
5762,1,3661.0006981313786,7,8,0,0,1
5763,23,4485.062148566863,3,9,1,0,0
5764,3,3403.576937220017,26,3,0,0,1
5765,14,1101.88692896812,20,1,0,1,1
5766,6,4670.141321566461,2,3,1,0,1
5767,18,1396.0150794026447,18,4,0,0,0
5768,25,834.4820471079748,25,1,1,1,0
5769,1,540.8396664187085,11,6,1,1,1
5770,6,2860.5803292642113,1,2,1,0,0
5771,6,657.4360661551939,16,7,1,1,0
5772,21,780.0018321518907,17,3,0,0,1
5773,16,1570.1493549179336,16,4,0,0,1
5774,29,1480.0997474538729,10,2,1,0,0
5775,5,3060.773600627497,17,4,0,0,0
